Country,Race,Age,Age_Group,Gender,Ordering,E_Trait_mean,E_Trait_std,E_Trait_count,A_Trait_mean,A_Trait_std,A_Trait_count,C_Trait_mean,C_Trait_std,C_Trait_count,N_Trait_mean,N_Trait_std,N_Trait_count,O_Trait_mean,O_Trait_std,O_Trait_count
Sweden,All,All,All,All,Age -> Gender -> Nationality,2.9,0.19,11,4.164,0.067,11,3.464,0.196,11,3.282,0.098,11,3.764,0.081,11
Sweden,All,All,All,All,Gender -> Age -> Nationality,2.955,0.23,11,4.173,0.047,11,3.564,0.169,11,3.336,0.103,11,3.764,0.092,11
Sweden,All,All,All,All,Nationality -> Age -> Gender,2.909,0.192,11,4.164,0.05,11,3.582,0.133,11,3.364,0.092,11,3.809,0.083,11
Switzerland,All,All,All,All,Age -> Gender -> Nationality,3.033,0.058,3,4.133,0.058,3,3.667,0.153,3,3.4,0.173,3,3.8,0.1,3
Switzerland,All,All,All,All,Gender -> Age -> Nationality,2.867,0.321,3,4.167,0.058,3,3.667,0.058,3,3.433,0.115,3,3.767,0.058,3
Switzerland,All,All,All,All,Nationality -> Age -> Gender,2.867,0.115,3,4.167,0.058,3,3.533,0.058,3,3.467,0.153,3,3.833,0.058,3
"Taiwan, Province of China",All,All,All,All,Age -> Gender -> Nationality,2.75,0.071,2,4.15,0.071,2,3.45,0.071,2,3.2,0.141,2,3.75,0.071,2
"Taiwan, Province of China",All,All,All,All,Gender -> Age -> Nationality,2.95,0.071,2,4.15,0.071,2,3.4,0.0,2,3.2,0.0,2,3.7,0.141,2
"Taiwan, Province of China",All,All,All,All,Nationality -> Age -> Gender,2.95,0.071,2,4.15,0.071,2,3.55,0.071,2,3.2,0.0,2,3.65,0.071,2
Thailand,All,All,All,All,Age -> Gender -> Nationality,2.933,0.208,3,4.167,0.058,3,3.567,0.115,3,3.267,0.058,3,3.667,0.115,3
Thailand,All,All,All,All,Gender -> Age -> Nationality,2.7,0.0,3,4.2,0.0,3,3.467,0.058,3,3.267,0.058,3,3.633,0.058,3
Thailand,All,All,All,All,Nationality -> Age -> Gender,2.833,0.252,3,4.167,0.058,3,3.4,0.0,3,3.267,0.058,3,3.667,0.115,3
Türkiye,All,All,All,All,Age -> Gender -> Nationality,3.2,0.265,3,4.033,0.153,3,3.367,0.115,3,3.2,0.0,3,3.767,0.058,3
Türkiye,All,All,All,All,Gender -> Age -> Nationality,3.2,0.1,3,4.1,0.1,3,3.467,0.115,3,3.233,0.115,3,3.733,0.058,3
Türkiye,All,All,All,All,Nationality -> Age -> Gender,3.067,0.208,3,4.133,0.058,3,3.533,0.058,3,3.267,0.058,3,3.733,0.058,3
Uganda,All,All,All,All,Age -> Gender -> Nationality,3.3,,1,4.2,,1,3.7,,1,3.4,,1,3.9,,1
Uganda,All,All,All,All,Gender -> Age -> Nationality,3.6,,1,4.1,,1,3.6,,1,3.3,,1,3.7,,1
Uganda,All,All,All,All,Nationality -> Age -> Gender,3.4,,1,4.2,,1,3.6,,1,3.4,,1,3.8,,1
Ukraine,All,All,All,All,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.3,,1,3.9,,1
Ukraine,All,All,All,All,Gender -> Age -> Nationality,2.7,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
Ukraine,All,All,All,All,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.4,,1,3.4,,1,3.9,,1
United Arab Emirates,All,All,All,All,Age -> Gender -> Nationality,3.167,0.28,6,4.033,0.052,6,3.6,0.11,6,3.3,0.063,6,3.717,0.098,6
United Arab Emirates,All,All,All,All,Gender -> Age -> Nationality,3.333,0.103,6,4.05,0.105,6,3.683,0.075,6,3.317,0.075,6,3.75,0.084,6
United Arab Emirates,All,All,All,All,Nationality -> Age -> Gender,3.15,0.259,6,4.1,0.063,6,3.733,0.052,6,3.383,0.041,6,3.75,0.055,6
United Kingdom of Great Britain and Northern Ireland,All,All,All,All,Age -> Gender -> Nationality,2.961,0.179,87,4.072,0.096,87,3.401,0.179,87,3.252,0.104,87,3.679,0.095,87
United Kingdom of Great Britain and Northern Ireland,All,All,All,All,Gender -> Age -> Nationality,2.991,0.19,87,4.123,0.083,87,3.456,0.191,87,3.271,0.117,87,3.717,0.081,87
United Kingdom of Great Britain and Northern Ireland,All,All,All,All,Nationality -> Age -> Gender,2.968,0.207,87,4.124,0.079,87,3.513,0.153,87,3.305,0.078,87,3.737,0.084,87
United States of America,All,All,All,All,Age -> Gender -> Nationality,2.98,0.198,432,4.11,0.086,432,3.416,0.18,432,3.231,0.114,432,3.708,0.089,432
United States of America,All,All,All,All,Gender -> Age -> Nationality,3.006,0.197,432,4.116,0.087,432,3.453,0.181,432,3.262,0.132,432,3.724,0.094,432
United States of America,All,All,All,All,Nationality -> Age -> Gender,3.072,0.198,432,4.128,0.078,432,3.478,0.173,432,3.272,0.094,432,3.749,0.085,432
"Venezuela, Bolivarian Republic of",All,All,All,All,Age -> Gender -> Nationality,3.233,0.058,3,4.167,0.058,3,3.4,0.0,3,3.233,0.115,3,3.733,0.058,3
"Venezuela, Bolivarian Republic of",All,All,All,All,Gender -> Age -> Nationality,3.1,0.1,3,4.2,0.0,3,3.233,0.058,3,3.167,0.115,3,3.733,0.058,3
"Venezuela, Bolivarian Republic of",All,All,All,All,Nationality -> Age -> Gender,3.133,0.153,3,4.233,0.058,3,3.233,0.153,3,3.233,0.058,3,3.733,0.115,3
Viet Nam,All,All,All,All,Age -> Gender -> Nationality,2.767,0.208,3,4.167,0.058,3,3.533,0.058,3,3.167,0.115,3,3.7,0.1,3
Viet Nam,All,All,All,All,Gender -> Age -> Nationality,2.667,0.115,3,4.2,0.0,3,3.533,0.115,3,3.3,0.0,3,3.667,0.153,3
Viet Nam,All,All,All,All,Nationality -> Age -> Gender,2.933,0.252,3,4.2,0.0,3,3.333,0.252,3,3.367,0.115,3,3.7,0.1,3
All,Arctic,All,All,All,Age -> Gender -> Nationality,2.7,,1,4.1,,1,3.6,,1,3.4,,1,3.7,,1
All,Arctic,All,All,All,Gender -> Age -> Nationality,2.7,,1,4.0,,1,3.4,,1,3.3,,1,3.8,,1
All,Arctic,All,All,All,Nationality -> Age -> Gender,2.8,,1,4.0,,1,3.4,,1,3.3,,1,3.8,,1
All,Caucasian (European),All,All,All,Age -> Gender -> Nationality,2.963,0.192,543,4.11,0.092,543,3.448,0.177,543,3.265,0.103,543,3.715,0.094,543
All,Caucasian (European),All,All,All,Gender -> Age -> Nationality,2.985,0.196,543,4.13,0.084,543,3.487,0.183,543,3.301,0.122,543,3.733,0.095,543
All,Caucasian (European),All,All,All,Nationality -> Age -> Gender,2.989,0.222,543,4.128,0.078,543,3.515,0.157,543,3.31,0.098,543,3.749,0.086,543
All,Caucasian (Indian),All,All,All,Age -> Gender -> Nationality,2.994,0.184,86,4.085,0.066,86,3.424,0.176,86,3.194,0.092,86,3.699,0.086,86
All,Caucasian (Indian),All,All,All,Gender -> Age -> Nationality,3.063,0.189,86,4.1,0.069,86,3.472,0.161,86,3.264,0.092,86,3.707,0.085,86
All,Caucasian (Indian),All,All,All,Nationality -> Age -> Gender,3.029,0.155,86,4.081,0.073,86,3.47,0.136,86,3.249,0.078,86,3.698,0.098,86
All,Caucasian (Middle East),All,All,All,Age -> Gender -> Nationality,2.967,0.169,27,4.107,0.078,27,3.419,0.188,27,3.215,0.091,27,3.722,0.075,27
All,Caucasian (Middle East),All,All,All,Gender -> Age -> Nationality,3.07,0.181,27,4.1,0.088,27,3.515,0.173,27,3.219,0.127,27,3.741,0.097,27
All,Caucasian (Middle East),All,All,All,Nationality -> Age -> Gender,3.026,0.205,27,4.122,0.064,27,3.519,0.155,27,3.259,0.093,27,3.767,0.092,27
All,Caucasian (North African),All,All,All,Age -> Gender -> Nationality,2.971,0.228,21,4.105,0.092,21,3.443,0.194,21,3.214,0.12,21,3.7,0.084,21
All,Caucasian (North African),All,All,All,Gender -> Age -> Nationality,2.914,0.22,21,4.114,0.106,21,3.51,0.161,21,3.262,0.124,21,3.757,0.103,21
All,Caucasian (North African),All,All,All,Nationality -> Age -> Gender,3.086,0.201,21,4.1,0.071,21,3.519,0.133,21,3.286,0.079,21,3.781,0.068,21
All,Indigenous Australian,All,All,All,Age -> Gender -> Nationality,2.95,0.071,2,4.15,0.071,2,3.35,0.071,2,3.25,0.071,2,3.65,0.071,2
All,Indigenous Australian,All,All,All,Gender -> Age -> Nationality,2.9,0.141,2,4.15,0.071,2,3.3,0.141,2,3.2,0.0,2,3.7,0.0,2
All,Indigenous Australian,All,All,All,Nationality -> Age -> Gender,3.25,0.071,2,4.15,0.071,2,3.2,0.141,2,3.25,0.071,2,3.6,0.141,2
All,Mixed Race,All,All,All,Age -> Gender -> Nationality,3.074,0.2,73,4.153,0.063,73,3.36,0.173,73,3.222,0.117,73,3.714,0.096,73
All,Mixed Race,All,All,All,Gender -> Age -> Nationality,3.086,0.182,73,4.155,0.071,73,3.378,0.181,73,3.233,0.13,73,3.718,0.09,73
All,Mixed Race,All,All,All,Nationality -> Age -> Gender,3.163,0.176,73,4.163,0.057,73,3.401,0.165,73,3.259,0.088,73,3.741,0.078,73
All,Native American,All,All,All,Age -> Gender -> Nationality,2.943,0.127,7,4.171,0.049,7,3.371,0.256,7,3.257,0.053,7,3.714,0.069,7
All,Native American,All,All,All,Gender -> Age -> Nationality,2.871,0.16,7,4.171,0.049,7,3.414,0.157,7,3.286,0.038,7,3.757,0.079,7
All,Native American,All,All,All,Nationality -> Age -> Gender,2.843,0.127,7,4.171,0.049,7,3.429,0.125,7,3.343,0.113,7,3.786,0.107,7
All,North East Asian,All,All,All,Age -> Gender -> Nationality,2.76,0.152,5,4.12,0.084,5,3.44,0.297,5,3.14,0.152,5,3.68,0.13,5
All,North East Asian,All,All,All,Gender -> Age -> Nationality,2.82,0.148,5,4.16,0.055,5,3.46,0.241,5,3.22,0.11,5,3.7,0.122,5
All,North East Asian,All,All,All,Nationality -> Age -> Gender,2.9,0.158,5,4.18,0.045,5,3.46,0.23,5,3.26,0.055,5,3.72,0.148,5
All,Other,All,All,All,Age -> Gender -> Nationality,3.017,0.184,122,4.108,0.082,122,3.422,0.167,122,3.243,0.108,122,3.718,0.091,122
All,Other,All,All,All,Gender -> Age -> Nationality,3.007,0.195,122,4.105,0.081,122,3.416,0.181,122,3.228,0.114,122,3.715,0.091,122
All,Other,All,All,All,Nationality -> Age -> Gender,2.982,0.175,122,4.129,0.072,122,3.417,0.174,122,3.248,0.09,122,3.722,0.065,122
All,Pacific Islander,All,All,All,Age -> Gender -> Nationality,3.067,0.058,3,4.133,0.058,3,3.267,0.252,3,3.133,0.115,3,3.667,0.153,3
All,Pacific Islander,All,All,All,Gender -> Age -> Nationality,3.0,0.1,3,4.133,0.058,3,3.4,0.265,3,3.333,0.058,3,3.7,0.1,3
All,Pacific Islander,All,All,All,Nationality -> Age -> Gender,3.0,0.173,3,4.1,0.1,3,3.5,0.265,3,3.3,0.1,3,3.667,0.058,3
All,South East Asian,All,All,All,Age -> Gender -> Nationality,2.894,0.172,96,4.132,0.072,96,3.403,0.145,96,3.233,0.096,96,3.688,0.09,96
All,South East Asian,All,All,All,Gender -> Age -> Nationality,2.848,0.176,96,4.154,0.069,96,3.407,0.16,96,3.229,0.109,96,3.662,0.105,96
All,South East Asian,All,All,All,Nationality -> Age -> Gender,2.881,0.181,96,4.16,0.061,96,3.422,0.142,96,3.261,0.088,96,3.673,0.089,96
All,West African,All,All,All,Age -> Gender -> Nationality,3.164,0.165,14,4.179,0.043,14,3.529,0.133,14,3.3,0.096,14,3.8,0.096,14
All,West African,All,All,All,Gender -> Age -> Nationality,3.143,0.221,14,4.157,0.051,14,3.514,0.161,14,3.243,0.109,14,3.729,0.073,14
All,West African,All,All,All,Nationality -> Age -> Gender,3.121,0.212,14,4.179,0.058,14,3.5,0.13,14,3.264,0.101,14,3.721,0.07,14
All,All,13,All,All,Age -> Gender -> Nationality,2.907,0.198,14,4.121,0.08,14,3.129,0.144,14,3.143,0.102,14,3.6,0.068,14
All,All,13,All,All,Gender -> Age -> Nationality,2.907,0.194,14,4.114,0.117,14,3.257,0.116,14,3.143,0.094,14,3.629,0.061,14
All,All,13,All,All,Nationality -> Age -> Gender,2.879,0.185,14,4.143,0.076,14,3.286,0.146,14,3.243,0.085,14,3.664,0.074,14
All,All,14,All,All,Age -> Gender -> Nationality,2.827,0.182,26,4.123,0.076,26,3.235,0.123,26,3.169,0.088,26,3.627,0.104,26
All,All,14,All,All,Gender -> Age -> Nationality,2.823,0.131,26,4.108,0.098,26,3.242,0.099,26,3.123,0.124,26,3.6,0.063,26
All,All,14,All,All,Nationality -> Age -> Gender,2.846,0.15,26,4.154,0.058,26,3.285,0.097,26,3.223,0.118,26,3.685,0.078,26
All,All,15,All,All,Age -> Gender -> Nationality,2.852,0.152,42,4.1,0.108,42,3.229,0.127,42,3.181,0.106,42,3.621,0.09,42
All,All,15,All,All,Gender -> Age -> Nationality,2.848,0.138,42,4.083,0.103,42,3.248,0.129,42,3.138,0.125,42,3.598,0.078,42
All,All,15,All,All,Nationality -> Age -> Gender,2.819,0.205,42,4.121,0.084,42,3.31,0.125,42,3.245,0.106,42,3.669,0.072,42
All,All,16,All,All,Age -> Gender -> Nationality,2.832,0.157,44,4.089,0.115,44,3.252,0.134,44,3.134,0.118,44,3.643,0.079,44
All,All,16,All,All,Gender -> Age -> Nationality,2.83,0.129,44,4.123,0.086,44,3.255,0.107,44,3.15,0.105,44,3.652,0.079,44
All,All,16,All,All,Nationality -> Age -> Gender,2.909,0.197,44,4.139,0.084,44,3.334,0.131,44,3.241,0.1,44,3.682,0.084,44
All,All,17,All,All,Age -> Gender -> Nationality,2.882,0.158,73,4.088,0.101,73,3.293,0.124,73,3.171,0.086,73,3.688,0.083,73
All,All,17,All,All,Gender -> Age -> Nationality,2.926,0.165,73,4.108,0.095,73,3.288,0.126,73,3.188,0.096,73,3.677,0.087,73
All,All,17,All,All,Nationality -> Age -> Gender,2.879,0.197,73,4.13,0.078,73,3.34,0.145,73,3.222,0.098,73,3.725,0.086,73
All,All,18,All,All,Age -> Gender -> Nationality,2.91,0.16,68,4.1,0.083,68,3.332,0.145,68,3.216,0.086,68,3.659,0.088,68
All,All,18,All,All,Gender -> Age -> Nationality,2.993,0.175,68,4.121,0.099,68,3.362,0.14,68,3.25,0.087,68,3.675,0.078,68
All,All,18,All,All,Nationality -> Age -> Gender,2.982,0.165,68,4.118,0.075,68,3.401,0.149,68,3.262,0.096,68,3.732,0.078,68
All,All,19,All,All,Age -> Gender -> Nationality,2.932,0.18,50,4.098,0.102,50,3.342,0.121,50,3.198,0.068,50,3.698,0.104,50
All,All,19,All,All,Gender -> Age -> Nationality,2.94,0.165,50,4.12,0.088,50,3.334,0.13,50,3.218,0.1,50,3.694,0.098,50
All,All,19,All,All,Nationality -> Age -> Gender,2.962,0.203,50,4.102,0.098,50,3.402,0.129,50,3.272,0.088,50,3.704,0.09,50
All,All,20,All,All,Age -> Gender -> Nationality,2.963,0.187,78,4.115,0.085,78,3.351,0.124,78,3.222,0.073,78,3.685,0.079,78
All,All,20,All,All,Gender -> Age -> Nationality,2.954,0.193,78,4.127,0.073,78,3.386,0.127,78,3.244,0.083,78,3.694,0.093,78
All,All,20,All,All,Nationality -> Age -> Gender,2.972,0.174,78,4.131,0.069,78,3.432,0.162,78,3.259,0.069,78,3.71,0.08,78
All,All,21,All,All,Age -> Gender -> Nationality,2.998,0.199,54,4.098,0.063,54,3.374,0.115,54,3.25,0.108,54,3.698,0.079,54
All,All,21,All,All,Gender -> Age -> Nationality,3.0,0.18,54,4.117,0.082,54,3.413,0.139,54,3.278,0.098,54,3.728,0.083,54
All,All,21,All,All,Nationality -> Age -> Gender,3.017,0.188,54,4.122,0.09,54,3.433,0.12,54,3.254,0.091,54,3.741,0.079,54
All,All,22,All,All,Age -> Gender -> Nationality,3.038,0.191,66,4.111,0.083,66,3.432,0.134,66,3.245,0.084,66,3.729,0.08,66
All,All,22,All,All,Gender -> Age -> Nationality,2.964,0.182,66,4.106,0.084,66,3.438,0.111,66,3.279,0.09,66,3.741,0.074,66
All,All,22,All,All,Nationality -> Age -> Gender,2.997,0.211,66,4.135,0.081,66,3.474,0.117,66,3.302,0.087,66,3.721,0.077,66
All,All,23,All,All,Age -> Gender -> Nationality,3.052,0.18,46,4.098,0.083,46,3.422,0.105,46,3.22,0.086,46,3.724,0.082,46
All,All,23,All,All,Gender -> Age -> Nationality,3.052,0.18,46,4.135,0.067,46,3.502,0.136,46,3.278,0.107,46,3.722,0.076,46
All,All,23,All,All,Nationality -> Age -> Gender,3.03,0.255,46,4.143,0.062,46,3.517,0.085,46,3.276,0.077,46,3.726,0.091,46
All,All,24,All,All,Age -> Gender -> Nationality,3.094,0.207,34,4.132,0.068,34,3.485,0.118,34,3.268,0.104,34,3.712,0.077,34
All,All,24,All,All,Gender -> Age -> Nationality,3.05,0.206,34,4.135,0.065,34,3.479,0.13,34,3.285,0.078,34,3.726,0.062,34
All,All,24,All,All,Nationality -> Age -> Gender,3.012,0.184,34,4.126,0.079,34,3.518,0.131,34,3.306,0.078,34,3.738,0.113,34
All,All,25,All,All,Age -> Gender -> Nationality,3.005,0.175,37,4.114,0.082,37,3.478,0.127,37,3.268,0.082,37,3.724,0.068,37
All,All,25,All,All,Gender -> Age -> Nationality,3.084,0.18,37,4.13,0.078,37,3.53,0.115,37,3.319,0.081,37,3.762,0.072,37
All,All,25,All,All,Nationality -> Age -> Gender,3.054,0.171,37,4.146,0.056,37,3.541,0.098,37,3.303,0.05,37,3.741,0.08,37
All,All,26,All,All,Age -> Gender -> Nationality,3.117,0.183,23,4.13,0.082,23,3.53,0.111,23,3.3,0.08,23,3.757,0.073,23
All,All,26,All,All,Gender -> Age -> Nationality,3.048,0.231,23,4.139,0.066,23,3.596,0.13,23,3.304,0.107,23,3.752,0.095,23
All,All,26,All,All,Nationality -> Age -> Gender,3.026,0.222,23,4.143,0.059,23,3.565,0.13,23,3.291,0.06,23,3.743,0.079,23
All,All,27,All,All,Age -> Gender -> Nationality,3.027,0.202,15,4.087,0.074,15,3.54,0.091,15,3.28,0.094,15,3.753,0.052,15
All,All,27,All,All,Gender -> Age -> Nationality,3.02,0.197,15,4.14,0.051,15,3.58,0.126,15,3.287,0.092,15,3.76,0.051,15
All,All,27,All,All,Nationality -> Age -> Gender,3.107,0.209,15,4.153,0.052,15,3.553,0.119,15,3.32,0.121,15,3.767,0.049,15
All,All,28,All,All,Age -> Gender -> Nationality,3.075,0.16,28,4.139,0.069,28,3.536,0.139,28,3.293,0.077,28,3.779,0.057,28
All,All,28,All,All,Gender -> Age -> Nationality,3.1,0.205,28,4.143,0.074,28,3.557,0.103,28,3.318,0.077,28,3.796,0.064,28
All,All,28,All,All,Nationality -> Age -> Gender,3.093,0.196,28,4.111,0.083,28,3.546,0.104,28,3.311,0.079,28,3.771,0.094,28
All,All,29,All,All,Age -> Gender -> Nationality,2.995,0.181,22,4.132,0.072,22,3.532,0.089,22,3.277,0.061,22,3.759,0.073,22
All,All,29,All,All,Gender -> Age -> Nationality,3.077,0.211,22,4.145,0.067,22,3.568,0.113,22,3.291,0.053,22,3.773,0.07,22
All,All,29,All,All,Nationality -> Age -> Gender,3.041,0.202,22,4.132,0.072,22,3.55,0.11,22,3.282,0.05,22,3.759,0.096,22
All,All,30,All,All,Age -> Gender -> Nationality,3.093,0.202,14,4.143,0.065,14,3.586,0.11,14,3.293,0.047,14,3.764,0.084,14
All,All,30,All,All,Gender -> Age -> Nationality,3.179,0.226,14,4.164,0.063,14,3.664,0.074,14,3.321,0.089,14,3.786,0.036,14
All,All,30,All,All,Nationality -> Age -> Gender,3.157,0.174,14,4.179,0.043,14,3.607,0.127,14,3.357,0.102,14,3.771,0.091,14
All,All,31,All,All,Age -> Gender -> Nationality,3.11,0.195,21,4.162,0.067,21,3.552,0.098,21,3.262,0.086,21,3.748,0.06,21
All,All,31,All,All,Gender -> Age -> Nationality,3.09,0.23,21,4.157,0.051,21,3.605,0.102,21,3.314,0.079,21,3.8,0.055,21
All,All,31,All,All,Nationality -> Age -> Gender,3.033,0.165,21,4.148,0.051,21,3.6,0.077,21,3.31,0.089,21,3.776,0.062,21
All,All,32,All,All,Age -> Gender -> Nationality,3.055,0.16,22,4.132,0.084,22,3.555,0.086,22,3.295,0.1,22,3.745,0.06,22
All,All,32,All,All,Gender -> Age -> Nationality,3.077,0.222,22,4.136,0.079,22,3.618,0.091,22,3.318,0.066,22,3.782,0.073,22
All,All,32,All,All,Nationality -> Age -> Gender,3.127,0.175,22,4.118,0.059,22,3.564,0.105,22,3.314,0.077,22,3.75,0.086,22
All,All,33,All,All,Age -> Gender -> Nationality,3.008,0.214,13,4.131,0.075,13,3.577,0.109,13,3.338,0.119,13,3.754,0.066,13
All,All,33,All,All,Gender -> Age -> Nationality,3.062,0.171,13,4.146,0.052,13,3.631,0.085,13,3.331,0.085,13,3.762,0.119,13
All,All,33,All,All,Nationality -> Age -> Gender,3.015,0.195,13,4.1,0.082,13,3.538,0.104,13,3.308,0.126,13,3.738,0.087,13
All,All,34,All,All,Age -> Gender -> Nationality,3.046,0.161,13,4.146,0.066,13,3.538,0.133,13,3.292,0.049,13,3.785,0.069,13
All,All,34,All,All,Gender -> Age -> Nationality,3.1,0.196,13,4.131,0.075,13,3.615,0.09,13,3.369,0.118,13,3.8,0.071,13
All,All,34,All,All,Nationality -> Age -> Gender,3.054,0.203,13,4.131,0.048,13,3.592,0.112,13,3.315,0.09,13,3.731,0.075,13
All,All,35,All,All,Age -> Gender -> Nationality,3.117,0.18,12,4.125,0.087,12,3.567,0.078,12,3.308,0.079,12,3.767,0.078,12
All,All,35,All,All,Gender -> Age -> Nationality,3.083,0.164,12,4.158,0.051,12,3.6,0.141,12,3.275,0.045,12,3.742,0.079,12
All,All,35,All,All,Nationality -> Age -> Gender,3.108,0.168,12,4.075,0.062,12,3.6,0.113,12,3.275,0.045,12,3.717,0.094,12
All,All,36,All,All,Age -> Gender -> Nationality,3.02,0.169,10,4.15,0.071,10,3.61,0.11,10,3.31,0.074,10,3.76,0.084,10
All,All,36,All,All,Gender -> Age -> Nationality,3.13,0.189,10,4.17,0.048,10,3.58,0.063,10,3.34,0.097,10,3.79,0.057,10
All,All,36,All,All,Nationality -> Age -> Gender,3.15,0.232,10,4.14,0.084,10,3.58,0.132,10,3.3,0.082,10,3.77,0.082,10
All,All,37,All,All,Age -> Gender -> Nationality,3.038,0.176,13,4.1,0.082,13,3.592,0.185,13,3.269,0.063,13,3.8,0.071,13
All,All,37,All,All,Gender -> Age -> Nationality,3.131,0.189,13,4.146,0.066,13,3.623,0.13,13,3.346,0.105,13,3.762,0.139,13
All,All,37,All,All,Nationality -> Age -> Gender,3.115,0.223,13,4.123,0.083,13,3.577,0.109,13,3.331,0.075,13,3.708,0.095,13
All,All,38,All,All,Age -> Gender -> Nationality,2.95,0.19,10,4.15,0.085,10,3.55,0.108,10,3.26,0.07,10,3.76,0.07,10
All,All,38,All,All,Gender -> Age -> Nationality,3.12,0.169,10,4.14,0.07,10,3.65,0.127,10,3.36,0.097,10,3.77,0.067,10
All,All,38,All,All,Nationality -> Age -> Gender,3.08,0.187,10,4.1,0.067,10,3.56,0.097,10,3.32,0.063,10,3.79,0.088,10
All,All,39,All,All,Age -> Gender -> Nationality,3.029,0.17,7,4.114,0.069,7,3.629,0.076,7,3.243,0.079,7,3.743,0.053,7
All,All,39,All,All,Gender -> Age -> Nationality,3.214,0.234,7,4.129,0.049,7,3.6,0.115,7,3.371,0.138,7,3.771,0.125,7
All,All,39,All,All,Nationality -> Age -> Gender,3.114,0.204,7,4.114,0.069,7,3.629,0.111,7,3.386,0.09,7,3.8,0.115,7
All,All,40,All,All,Age -> Gender -> Nationality,3.133,0.121,6,4.15,0.084,6,3.65,0.084,6,3.333,0.151,6,3.8,0.063,6
All,All,40,All,All,Gender -> Age -> Nationality,3.117,0.117,6,4.1,0.126,6,3.667,0.052,6,3.333,0.103,6,3.783,0.098,6
All,All,40,All,All,Nationality -> Age -> Gender,3.017,0.117,6,4.167,0.082,6,3.65,0.105,6,3.317,0.041,6,3.783,0.041,6
All,All,41,All,All,Age -> Gender -> Nationality,2.922,0.164,9,4.122,0.083,9,3.6,0.122,9,3.311,0.078,9,3.8,0.05,9
All,All,41,All,All,Gender -> Age -> Nationality,3.022,0.156,9,4.122,0.067,9,3.644,0.124,9,3.3,0.05,9,3.8,0.1,9
All,All,41,All,All,Nationality -> Age -> Gender,3.167,0.2,9,4.111,0.078,9,3.611,0.105,9,3.322,0.044,9,3.767,0.05,9
All,All,42,All,All,Age -> Gender -> Nationality,3.067,0.163,6,4.15,0.055,6,3.583,0.075,6,3.267,0.052,6,3.783,0.075,6
All,All,42,All,All,Gender -> Age -> Nationality,3.033,0.225,6,4.1,0.063,6,3.683,0.075,6,3.3,0.063,6,3.783,0.041,6
All,All,42,All,All,Nationality -> Age -> Gender,3.033,0.151,6,4.083,0.117,6,3.7,0.063,6,3.3,0.063,6,3.733,0.052,6
All,All,43,All,All,Age -> Gender -> Nationality,2.971,0.229,7,4.143,0.079,7,3.6,0.1,7,3.286,0.069,7,3.743,0.079,7
All,All,43,All,All,Gender -> Age -> Nationality,3.043,0.151,7,4.143,0.079,7,3.571,0.111,7,3.357,0.098,7,3.771,0.049,7
All,All,43,All,All,Nationality -> Age -> Gender,3.157,0.215,7,4.129,0.076,7,3.6,0.115,7,3.314,0.09,7,3.757,0.053,7
All,All,44,All,All,Age -> Gender -> Nationality,2.967,0.082,6,4.117,0.075,6,3.633,0.052,6,3.333,0.052,6,3.783,0.098,6
All,All,44,All,All,Gender -> Age -> Nationality,2.967,0.301,6,4.183,0.041,6,3.65,0.055,6,3.283,0.075,6,3.783,0.075,6
All,All,44,All,All,Nationality -> Age -> Gender,3.133,0.242,6,4.15,0.055,6,3.65,0.084,6,3.383,0.098,6,3.783,0.041,6
All,All,45,All,All,Age -> Gender -> Nationality,2.962,0.16,8,4.15,0.076,8,3.662,0.092,8,3.312,0.035,8,3.812,0.099,8
All,All,45,All,All,Gender -> Age -> Nationality,3.062,0.262,8,4.15,0.107,8,3.638,0.052,8,3.4,0.12,8,3.8,0.053,8
All,All,45,All,All,Nationality -> Age -> Gender,3.1,0.227,8,4.138,0.074,8,3.588,0.136,8,3.338,0.106,8,3.8,0.076,8
All,All,46,All,All,Age -> Gender -> Nationality,3.15,0.2,8,4.075,0.071,8,3.588,0.064,8,3.3,0.0,8,3.8,0.076,8
All,All,46,All,All,Gender -> Age -> Nationality,3.075,0.183,8,4.15,0.053,8,3.588,0.125,8,3.325,0.046,8,3.787,0.035,8
All,All,46,All,All,Nationality -> Age -> Gender,3.125,0.198,8,4.175,0.046,8,3.688,0.083,8,3.3,0.107,8,3.775,0.071,8
All,All,47,All,All,Age -> Gender -> Nationality,3.12,0.11,5,4.12,0.084,5,3.56,0.055,5,3.34,0.055,5,3.7,0.1,5
All,All,47,All,All,Gender -> Age -> Nationality,3.18,0.192,5,4.14,0.055,5,3.64,0.089,5,3.38,0.11,5,3.74,0.055,5
All,All,47,All,All,Nationality -> Age -> Gender,3.02,0.303,5,4.14,0.055,5,3.66,0.114,5,3.32,0.045,5,3.74,0.055,5
All,All,48,All,All,Age -> Gender -> Nationality,3.125,0.15,4,4.175,0.05,4,3.65,0.1,4,3.325,0.05,4,3.725,0.05,4
All,All,48,All,All,Gender -> Age -> Nationality,3.0,0.183,4,4.15,0.058,4,3.675,0.05,4,3.375,0.126,4,3.8,0.0,4
All,All,48,All,All,Nationality -> Age -> Gender,2.825,0.236,4,4.125,0.096,4,3.625,0.05,4,3.325,0.05,4,3.775,0.096,4
